record_id,municipality_id,official_psgc_code,municipality,category,subcategory,official_name,alternate_or_local_name,barangay,complete_address,latitude,longitude,map_link,short_description,full_description,key_features,activities_available,products_or_services_offered,amenities,operating_status,operating_days,opening_time,closing_time,seasonal_availability,entrance_fee,price_range,other_fees,contact_person_publicly_listed,telephone_number,mobile_number,email_address,official_website,official_social_media_page,booking_link,accessibility_information,parking_availability,public_transportation_access,recommended_visit_duration,best_time_to_visit,safety_or_travel_advisory,tourism_accreditation_or_registration,primary_source,secondary_verification_source,date_accessed,date_information_last_confirmed,verification_status,confidence_level,photo_availability,cover_photo_id,application_page_route,notes,source_ids,source_id
MADIA-PRE-FAC-001,MADIA-MUN-PRE,0501729000,Presentacion,Municipal or Emergency Facility,Public Facility,Presentacion Municipal Hall,,Not publicly available,Not publicly available,,,,"A visitor-support facility in Presentacion requiring current address, public hotline and operating details.","A visitor-support facility in Presentacion requiring current address, public hotline and operating details. This entry is part of MADIA sa Partido’s preliminary working inventory for Presentacion. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/presentacion/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/presentacion/presentacion-municipal-hall,,,MADIA-SRC-013
MADIA-PRE-FAC-002,MADIA-MUN-PRE,0501729000,Presentacion,Municipal or Emergency Facility,Public Facility,Presentacion Rural Health Unit,,Not publicly available,Not publicly available,,,,"A visitor-support facility in Presentacion requiring current address, public hotline and operating details.","A visitor-support facility in Presentacion requiring current address, public hotline and operating details. This entry is part of MADIA sa Partido’s preliminary working inventory for Presentacion. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/presentacion/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/presentacion/presentacion-rural-health-unit,,,MADIA-SRC-013
MADIA-PRE-FAC-003,MADIA-MUN-PRE,0501729000,Presentacion,Municipal or Emergency Facility,Public Facility,Presentacion Police Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility in Presentacion requiring current address, public hotline and operating details.","A visitor-support facility in Presentacion requiring current address, public hotline and operating details. This entry is part of MADIA sa Partido’s preliminary working inventory for Presentacion. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/presentacion/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/presentacion/presentacion-police-station,,,MADIA-SRC-013
MADIA-PRE-FAC-004,MADIA-MUN-PRE,0501729000,Presentacion,Municipal or Emergency Facility,Public Facility,Presentacion Fire Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility in Presentacion requiring current address, public hotline and operating details.","A visitor-support facility in Presentacion requiring current address, public hotline and operating details. This entry is part of MADIA sa Partido’s preliminary working inventory for Presentacion. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/presentacion/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/presentacion/presentacion-fire-station,,,MADIA-SRC-013
MADIA-PRE-FAC-005,MADIA-MUN-PRE,0501729000,Presentacion,Municipal or Emergency Facility,Public Facility,Presentacion Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A visitor-support facility in Presentacion requiring current address, public hotline and operating details.","A visitor-support facility in Presentacion requiring current address, public hotline and operating details. This entry is part of MADIA sa Partido’s preliminary working inventory for Presentacion. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/presentacion/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/presentacion/presentacion-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-013
MADIA-PRE-FAC-006,MADIA-MUN-PRE,0501729000,Presentacion,Municipal or Emergency Facility,Public Facility,Presentacion Public Market,,Not publicly available,Not publicly available,,,,"A visitor-support facility in Presentacion requiring current address, public hotline and operating details.","A visitor-support facility in Presentacion requiring current address, public hotline and operating details. This entry is part of MADIA sa Partido’s preliminary working inventory for Presentacion. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/presentacion/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/presentacion/presentacion-public-market,,,MADIA-SRC-013
MADIA-SAG-FAC-001,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Municipal Hall,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-municipal-hall,,,MADIA-SRC-015
MADIA-SAG-FAC-002,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Rural Health Unit,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-rural-health-unit,,,MADIA-SRC-015
MADIA-SAG-FAC-003,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Police Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-police-station,,,MADIA-SRC-015
MADIA-SAG-FAC-004,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Fire Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-fire-station,,,MADIA-SRC-015
MADIA-SAG-FAC-005,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-015
MADIA-SAG-FAC-006,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Public Market,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-public-market,,,MADIA-SRC-015
MADIA-SAG-FAC-007,MADIA-MUN-SAG,0501731000,Sagñay,Municipal or Emergency Facility,Public Facility,Sagñay Nato Port / Landing Area,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Sagñay; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Sagñay. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/sagnay/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/sagnay/sag-ay-nato-port-landing-area,,,MADIA-SRC-015
MADIA-SJO-FAC-001,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Municipal Hall,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-municipal-hall,,,MADIA-SRC-021
MADIA-SJO-FAC-002,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Rural Health Unit,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-rural-health-unit,,,MADIA-SRC-021
MADIA-SJO-FAC-003,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Police Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-police-station,,,MADIA-SRC-021
MADIA-SJO-FAC-004,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Fire Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-fire-station,,,MADIA-SRC-021
MADIA-SJO-FAC-005,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-021
MADIA-SJO-FAC-006,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Public Market,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-public-market,,,MADIA-SRC-021
MADIA-SJO-FAC-007,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Dolo Port,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-dolo-port,,,MADIA-SRC-021
MADIA-SJO-FAC-008,MADIA-MUN-SJO,0501733000,San Jose,Municipal or Emergency Facility,Public Facility,San Jose Sabang Landing / Transport Area,,Not publicly available,Not publicly available,,,,"A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation.","A visitor-support facility or transport-access point in San Jose; exact address, hotline, schedule and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for San Jose. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/san-jose/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/san-jose/san-jose-sabang-landing-transport-area,,,MADIA-SRC-021
MADIA-SIR-FAC-001,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Municipal Hall,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-municipal-hall,,,MADIA-SRC-027
MADIA-SIR-FAC-002,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Rural Health Unit,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-rural-health-unit,,,MADIA-SRC-027
MADIA-SIR-FAC-003,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Police Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-police-station,,,MADIA-SRC-027
MADIA-SIR-FAC-004,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Fire Station,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-fire-station,,,MADIA-SRC-027
MADIA-SIR-FAC-005,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Municipal Disaster Risk Reduction and Management Office,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-municipal-disaster-risk-reduction-and-management-office,,,MADIA-SRC-027
MADIA-SIR-FAC-006,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Public Market,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-public-market,,,MADIA-SRC-027
MADIA-SIR-FAC-007,MADIA-MUN-SIR,0501735000,Siruma,Municipal or Emergency Facility,Public Facility,Siruma Coastal Landing Area,,Not publicly available,Not publicly available,,,,"A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation.","A visitor-support facility or access point in Siruma; exact address, hotline, operating status and services require confirmation. This entry is part of MADIA sa Partido’s preliminary working inventory for Siruma. Exact coordinates, access arrangements, operating status, fees, schedules, accessibility, safety information, and current contact details must be confirmed from the responsible LGU office, establishment, or operator before public display.",,,,,Requires confirmation,Not publicly available,,,Requires confirmation,Not publicly available,Not publicly available,Not publicly available,,,,,,,,Not publicly available,Not publicly available,Requires confirmation,Not publicly available,Requires local confirmation,"Check current LGU, weather, sea-travel, and site advisories before visiting.",Not publicly available,https://partidodevelopmentadministration.gov.ph/siruma/,,2026-06-29,,UNVERIFIED,Low,Lead only,,/municipalities/siruma/siruma-coastal-landing-area,,,MADIA-SRC-027
